n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
571,    8710,      4726,       28,     4485,       5257,        24
572,    8721,      4730,       30,     4508,       5268,        30
573,    8739,      4753,       32,     4501,       5279,        35
574,    8758,      4762,       34,     4510,       5290,        38
575,    8779,      4755,       32,     4521,       5301,        36
576,    8813,      4782,       33,     4552,       5312,        39
577,    8811,      4770,       27,     4564,       5323,        22
578,    8868,      4806,       30,     4588,       5334,        29
579,    8870,      4808,       30,     4584,       5345,        36
580,    8893,      4834,       34,     4595,       5356,        43
581,    8885,      4800,       32,     4603,       5367,        39
582,    8942,      4836,       90,     4611,       5378,        42
583,    8933,      4837,       34,     4631,       5389,        40
584,    8943,      4854,       37,     4631,       5400,        44
585,    8995,      4882,       25,     4640,       5411,        23
586,    9000,      4879,       26,     4633,       5422,        25
587,    9023,      4893,       32,     4655,       5433,        25
588,    9047,      4904,       47,     4675,       5444,        29
